0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.0,2925.149645019912,4583.62626254705,3321.989740232446,4293.737719738099,1663.8778443652145,3212.473569396629,2460.8451411964597,3649.252766837432,3735.472603893724,3143.037460013568,1927.7357602038333,2847.432833045832,2635.1239709929855,5998.802255025614,4073.2592682544237,1420.6405288289898,3211.67936145241,2992.2857937920276,369.9766786250633,4851.52364537048,1777.2818416756018,3899.1053580795183,2371.9380077696014,3803.3848396387734,2928.0060567363475,4251.903362999034,3752.542539501311,2627.024918086873,3301.8320428004463,2445.5571182680724,3774.1254013983926,2551.617282637263,1663.3048662931776,2150.2814484198216,2902.0697363192376,2432.3988863485265,3025.8245404727636,364.73012778650485,2204.519424751774,1532.8445706458508,1339.705659955359,5240.959276356636,2495.480825192664,5307.749669262875,1436.3564346616804,3423.6988118105346,1148.1945538661025,4076.255897146822,4401.629112649919,1252.200752148862,3130.350004500853,3543.3344483137503,2214.1094896632962,3785.5149828575168,3020.849820768789,2636.138160988605,4558.104952552565,836.8723857811813,2065.1619793665604,1343.840488564255,3251.9475566852598,2988.3913542904174,3257.9211486925965,2021.492748808835,3425.9857701405886,1596.8118050737344,976.1786659501986,11667.686767324269,1080.7659713188843,9924.361515092534,1713.0801316727338,1596.924883441249,2806.489116484262,3728.7840813939783,1036.6101777706056,2099.987843781166,3650.9110585737985,2996.244410960679,2950.0132157827056,5190.625922362654,648.7933302556049,1364.9739623905348,3523.3801917351607,2939.2370645508545,5351.809549477746,5497.7706813761215,4845.562046147294,1922.170976443761,3036.4721450959355,1791.0809768698118,179.55230737530772,1482.6188735109997,1557.8285193524614,3318.908042152587,1890.6911039768283,3745.5029220570996,3591.795184204708,1780.3211435409157,5376.1490519844765
2925.1496450199115,0.0,7073.620900067015,6226.8589950992955,4548.28096515724,1637.5325158008015,1414.1792385794142,1809.2102870611805,3693.3891754336996,3808.924078076185,5326.799997670707,3870.1817005091307,897.3010887760934,4818.8865086501255,6042.938663621881,4327.802513673564,3109.1066099732275,2034.1552179951104,4921.263189391735,3281.345258048567,7300.009630145754,3719.727781980899,2100.8110272623035,1952.9385080865334,3872.365501594312,4369.516042894986,6700.389347774309,1802.4107952315728,1653.9735388135907,3345.9684513967136,5350.426373134923,6375.830160396032,4735.379820294403,3204.133006470394,962.9822799049421,4844.515676624536,3873.9088725071642,100.67489545285179,2829.8888982307794,4388.281962408913,1414.7645853373792,2781.2156461139966,7689.44526113191,2168.4693833984884,7797.74430678284,1703.9862933352788,3921.0113147721045,1924.6037155470508,4120.392305743089,4619.373741438151,1689.4044123765784,3174.4864130971205,3587.470856910017,4245.142766662924,4389.0051166497615,4949.827216368497,4826.228231770606,7048.09959007253,2088.2772592387305,3994.1393749662675,3945.5452475618936,326.7979116653483,3032.5277628866847,5441.683686349736,3963.9386891141326,5354.963165740296,1336.3988262671003,3577.8834249478377,11711.823175920536,1872.1102418611624,11853.33891069224,1220.1304996681008,1347.8556982825198,750.155297339526,3953.033779969273,3638.314936768244,5004.857098648017,3695.047467170066,3040.3808195569463,4878.990611382413,7680.620559882619,3250.4980892532444,1576.6312021349056,1725.0858609179454,1699.3532857126288,7800.29553425302,5541.907089972389,7335.556683667259,1980.8899372102383,3080.608553692203,3202.9375473994883,2904.9628709641665,3425.0648138162965,2938.0170242577565,1520.613711335372,1692.9540940669895,3789.6393306533664,3635.931592800975,1144.828501478996,7866.143689504442
4583.626262547049,7089.314991657253,0.0,2583.5396126950404,6476.071412236152,5802.796283523874,7191.9370843854895,6382.728716556756,6347.777699453751,5917.806296391779,1974.5647352014935,3762.315529285226,7011.598179683171,2368.199398727322,9453.370153186272,6255.592960752477,4127.032045205636,7100.302189852306,3528.186294449494,4715.3125772684825,3433.931872116771,3517.52827009158,7867.179501979977,6292.967507825923,5985.718532136828,5110.339749234402,2834.3115897453254,7916.707886138652,6551.7209251821305,6268.009278579972,3498.107906652325,2035.6252059594315,2551.2761008067414,3885.181985186859,6309.199772569841,3418.7444873213135,4546.064070465207,7189.989887110105,4433.2566787098585,3397.0333419067374,5793.02594717063,4308.099345543256,3823.367503102927,6384.10365359256,730.9251137683864,5696.53781118646,5606.032504308589,5408.375930390882,7530.82379530748,6583.962805147972,5512.382128673641,6582.654984643756,6882.117871264041,3406.62340681826,5967.84867535557,3670.099731908992,2562.616773908283,25.630536068087025,5097.053762305961,3975.919035557111,3554.5766909062836,7416.112903322602,6815.876044926485,2261.4884843988875,3668.5585406802243,3999.974487865234,5752.916165390153,3731.2333712756795,14366.211699940586,5340.947347843664,11915.907850451034,5869.184491989152,5857.106259966028,6785.952631473124,5911.117773892033,3581.3054770772815,3805.54150914632,7478.395749209865,6502.240318987229,3688.8702309142,671.579031905331,4020.4728973471256,5625.155338915314,7502.843706724021,6863.933071646112,3934.217776224038,9325.255372012189,323.01337166566753,5749.655667079827,6671.203487174711,4668.814992338675,4755.065025361412,3919.6074510928433,4744.131626047484,7298.371557141447,5846.151447953043,7200.070820217758,7046.363082365367,6040.5025200656955,852.2123131973304
3321.9897402324445,6226.858995099294,2583.5396126950404,0.0,6366.611060602479,4965.587194444598,6514.182919476009,5762.554491275843,6238.317347820076,5808.345944758104,2144.125003471094,3626.5719470551103,5689.23029014102,2234.036232214849,9206.990141886625,6146.132609118803,3947.7600804717117,6481.00538607725,3572.901924705441,3064.6886704427493,3603.4921403863714,3338.2563053576564,7200.814708158898,5673.647357848985,5876.258180503153,5000.879397600727,3003.8718580149257,5745.425671574276,5928.734268166256,6158.548926946297,914.568293957284,547.9144067356091,2212.274878330083,3705.9100204529354,5451.990798499203,3463.4601175772605,4469.874678810206,6327.533890552146,3491.8596835306407,3217.761377172814,4834.553920725234,3988.5579853054896,3992.927771372528,5764.8068498175035,3307.663019410865,4738.065784741064,5496.572152674914,4449.903903945486,7284.4437840078335,6474.502453514298,4553.910102228246,6338.537891361865,6751.522335174763,3227.351442084336,5858.388323721895,3714.815362164939,2121.6216928042663,2558.0183027005546,4138.581735860565,3881.246554899055,2647.2912645106044,6553.656906764642,6196.5792411514285,2431.048752668488,3532.8149584501084,4044.690118121181,4898.521155153117,2823.9479448800003,14256.75134830691,4382.475321398268,11867.2735018667,5014.789481752116,4898.634233520632,6108.198466563644,5801.657422258359,2674.0200506816022,1222.0018964512788,6859.098945434809,6204.432297821691,3733.585861170147,3190.539272510644,2976.3609058460506,4666.683312469919,6825.089541814541,6240.946414630237,4103.778044493638,8705.958568237133,2845.4753962952836,5130.358863304771,6244.660031956948,4439.9333022199435,3501.542047607752,3740.3354863589198,4206.6808447025915,6620.617392231967,5192.400454056212,6953.6908089181115,6799.98307106572,5082.030493620298,3376.062402132465
4339.221309626159,4560.580670803449,6463.394860751345,6336.471123776477,0.0,3104.0036229702673,3428.3657667730154,2753.51424828364,1037.974630879849,1120.0046331637893,4501.506677034659,2758.271450445677,4630.560988990703,4214.950343757362,4333.341105449672,220.47845148367566,2928.2755890646763,3253.930228897195,3222.716952326665,4601.895459436442,6689.783590830084,3222.0968726250508,4046.6866168608603,2632.0004143173946,1008.5911224875078,1692.8725992722923,6090.163308458638,5535.670695446183,2902.364134502599,1202.3125137605255,6589.918243405925,6085.040722285338,4231.695039892914,2721.470185247068,3745.2955210598407,3214.051848143912,2139.3056552295,4661.255566256301,3974.4911818396554,3488.5299264324935,3814.470521014794,2999.515649670801,7079.21922181624,2537.7316926374488,7187.51826746717,3534.3075648902263,1491.764167851968,3754.9249871019992,2410.794747570881,405.0003009043444,3747.8105045057896,1596.968689717765,1594.1332100903005,3334.4909969218834,508.2227368805829,3234.7928801771013,4322.543451369117,6437.87355075686,3926.6595171146014,2535.1960488070417,4655.573287389176,4887.3785824687975,1876.4871977217344,4580.497321297464,2852.028439050679,3647.5498421086645,3402.5108207506064,4730.393618538903,8275.85377933382,3702.4315134161106,9256.91706023349,3515.1943833848804,3866.8113629109857,3813.7227976444383,1546.985691081094,4348.342976595526,6244.348968919019,2581.3720703286217,1673.5797948738714,3171.5772877507816,7070.394520566949,4489.989959524245,3637.362952338604,3821.33798277867,3066.85764744314,7190.06949493735,4428.231693130945,6725.3306443515885,2712.4491417297795,1692.3429499187903,3360.2312964662196,4510.6600724405225,3195.1597570161125,3435.5479301750297,3529.880937837627,2879.576012154446,2080.0417724811587,1926.3340346287669,3803.335717716401,7255.917650188771
1663.8778443652147,1637.5325158008015,5787.102191933636,4965.587194444598,3105.764023602566,0.0,1567.4452191217815,796.967296831245,2250.872233879027,2366.4071365215127,4040.2812895373286,2583.662992375752,1559.8157038267211,3532.3678005167462,4600.421722067208,2885.2855721188903,1822.587901839849,1547.8015170871963,3634.744481258356,2020.07345739387,6013.490922012375,2433.209073847521,2254.0770078046708,708.0601634043873,2429.8485600396393,3069.310461759409,5413.87063964093,2464.9254102822006,963.147073721659,1903.4515098420413,4089.1545724802254,5114.558359741335,3448.8611121610234,1917.6142983370155,675.6958729251396,3557.9969684911566,2587.3901643737854,1738.2074112536534,1543.3701900974006,3101.763254275534,716.6781537626142,1494.6969379806183,6402.926552998531,831.6029808274501,6511.225598649461,434.6535063596585,2478.494373217432,655.2709285714307,2677.875364188417,3176.856799883479,648.1564459752211,1731.9694715424482,2144.953915355345,2958.6240585295454,2946.4881750950885,3663.308508235117,3539.709523637226,5761.580881939151,827.0054585840332,2707.6206668328887,2684.2734469071975,1964.3304274661496,1590.010821332012,4155.164978216358,2677.4199809807537,4068.444457606917,301.13368953370116,2316.6116242931407,10269.306234365862,602.7774548855422,10566.820202558863,417.40201613270057,775.8229221000478,1161.4607662094145,2510.5168384146004,2377.043136113548,3743.585297993319,2252.5305256153924,1597.8638780022739,3592.471903249034,6394.10185174924,1989.2262885985476,537.708893808036,1878.3518414603127,1275.3592201856397,6513.776826119642,4099.390148417716,6049.03797553388,514.0762985551655,1638.0916121375303,1866.3518451287273,1643.69107030947,2138.546105682918,1601.4313219869948,1673.8796918777393,226.81325961161377,2347.1223890986944,2193.414651246303,720.2151554103374,6579.624981371063
3212.4735693966286,1432.4906585912968,7089.907045347143,6514.182919476013,3428.3657667730145,1564.6669513521738,0.0,842.7124744192311,2573.4739770494757,2689.0088796919613,5343.086142950835,3808.218836286005,1729.4451259872671,4835.172653930254,4923.023465237657,3207.887315289339,3125.3927552533555,619.9759794156959,4852.044828287518,3568.669182425284,7316.295775425882,3736.013927261027,686.631788682889,981.4232853503822,2752.450303210088,3473.8274779225135,6716.675493054437,2634.5548324427464,674.4357128259592,2226.0532530124897,5637.75029751164,6663.154084772749,4751.665965574531,3220.419151750522,1066.2199483595882,4779.889417865242,3804.690511402947,1533.1655540441486,3096.607443394303,4337.218831950409,1702.088509714096,2950.432381347646,7705.731406412038,1048.5541850142647,7814.030452062968,1990.0910226074548,2801.0961163878806,2210.7084448192277,3000.4771073588654,3499.4585430539278,1975.5091416487546,2054.571214712897,2467.5556585257937,4183.179902439799,3269.089918265537,4880.60885526428,4842.514377050734,7064.385735352658,2375.6011836154476,3924.92101386205,4232.8691719386115,1759.2885702566448,1912.6125645024608,5457.969831629864,3901.975824891007,5285.744804636079,1622.5035555392765,3865.207349324555,10591.907977536312,2158.214971133339,11784.120549588022,1506.235228940277,1635.1796226592367,685.6327854322866,2833.118581585049,3925.6388611449615,5292.181023024735,2575.1322687858415,1920.4656211727224,4809.772250278195,7696.906705162747,3537.8220136299615,1862.7359314070818,392.9722160056539,361.5081193298749,7816.581679533148,4421.991891588164,7351.842828947387,1475.7855238961586,1960.6933553079791,3005.6712833574566,3192.2867953408836,3441.3509590964245,2740.7507602157248,106.43447275595776,1342.8719899918024,2669.724132269143,2516.0163944167516,1432.1524258557129,7882.42983478457
2460.8451411964597,1821.2713633408052,6292.698596686692,5762.554491275844,2753.5142482836395,796.9672968312451,842.712474419231,0.0,1898.6224585601012,2014.1573612025863,4545.877694290384,3011.0103876255553,1891.2516815280594,4037.9642052698023,4248.171946748283,2533.035796799964,2328.184306592905,895.7417248977044,4054.836379627067,2817.040754225115,6519.0873267654315,2938.805478600577,1484.450785423223,146.46944770706295,2077.5987847207134,2798.9759594331385,5919.467044393986,2796.3613879835384,168.99220862537518,1551.201734523115,4886.1218693114715,5911.52565657258,3954.4575169140794,2423.2107030900715,1005.9862135971978,3982.68096920479,3007.4820627424965,1921.946258793657,2320.3996020671825,3540.010383289959,1060.956272731154,2153.2239326871945,6908.5229577515875,373.70266652488993,7016.822003402517,1231.6208031909034,2126.244597898506,1452.2382254026754,2325.6255888694914,2824.6070245645533,1229.5726978250495,1379.7196962235223,1792.7041400364192,3385.971453779349,2594.238399776162,4083.4004066038283,4045.305928390282,6267.177286692207,1623.9727554152782,3127.7125652016,3481.2407437384422,2148.0692750061535,1237.7610460130861,4660.761382969414,3104.767376230557,4488.536355975629,876.5671117155715,3113.578921124386,9917.056459046938,1399.744751716787,10986.912100927573,761.6801351012405,1120.1010410685876,1074.4134901817952,2158.2670630956745,3174.0104329447927,4540.552594824566,1900.2807502964665,1245.6141026833477,4012.563801617745,6899.698256502296,2786.1935854297926,1116.7994875833767,1235.6846904248846,481.204355089356,7019.373230872698,3747.1403730987895,6554.634380286936,633.0730494769277,1285.8418368186044,2208.462834697006,2440.6583671407147,2644.142510435974,1943.5423115552742,944.2276454838416,570.1540372196313,1994.872613779769,1841.164875927377,1063.752229317708,7085.221386124119
3649.2527668374332,3705.68888107991,6335.101147968942,6208.177410994075,1037.974630879849,2249.1118332467277,2573.4739770494766,1898.6224585601012,0.0,473.4726779932034,4373.212964252257,2629.9777376632737,3775.669199267165,4086.656630974959,3338.787816083114,817.4961793961733,2799.981876282273,2399.0384391736557,3094.423239544262,3911.9269166477156,6561.4898780476815,3093.8031598426473,3191.794827137321,1777.1086245938557,362.0591673169219,1564.5788864898889,5961.869595676236,4680.7789057226455,2047.4723447790604,382.67447600694834,5981.008031734072,5956.747009502936,4103.40132711051,2593.1764724646646,2890.4037313363024,3085.758135361509,2011.0119424470968,3806.3637765327617,3414.4083429839266,3360.2362136500906,2959.5787312912553,2871.2219368883975,6950.925509033837,1682.8399029139096,7059.224554684767,2679.415775166687,995.9989416043201,2900.03319737846,1416.2414582043227,925.9845660044518,2892.91871478225,741.2989983332604,738.4635187057959,3206.1972841394804,896.7656953449927,3106.499167394699,4194.249738586713,6309.579837974457,3071.767727391062,2406.9023360246388,4527.279574606772,4032.486792745258,1020.8175063372296,4452.203608515061,2723.7347262682756,3519.256129326262,2547.619031027067,4208.4650835469865,8018.434000486837,2847.5397236925714,9814.568408420937,2660.3025936613417,3011.9195731874474,2958.8310079209,1028.0214068014884,4220.049263813123,5635.438757247166,1725.7023789441168,853.941757120294,3043.283574968379,6942.100807784546,3881.079747852393,2782.4711626150647,2966.446193055131,2211.9658577196014,7061.775782154948,3572.56200174644,6597.036931569186,1857.55735200624,836.6732585342857,3231.9375836838162,3820.691529651796,3066.866044233709,3037.551052472018,2674.989148114088,2024.6842224309064,1085.4884831146005,1070.664343244262,2948.443927992863,7127.623937406369
3764.7876694799183,3821.223783722395,5905.129744906973,5778.206007932105,1120.0046331637893,2364.646735889213,2689.0088796919617,2014.1573612025863,473.4726779932034,0.0,3943.2415611902866,2200.0063346013026,3891.20410190965,3656.6852279129885,3768.839152563027,899.5261816801137,2370.0104732203026,2514.573341816141,2664.451836482291,4027.4618192902008,6131.518474985713,2663.831756780676,3307.3297297798063,1892.6435272363408,111.41351067628146,1134.6074834279182,5531.898192614266,4796.31380836513,2163.007247421546,637.8105608738798,6031.653127561552,5526.775606440965,3673.4299240485384,2163.2050694026943,3005.9386339787875,2655.7867322995385,1581.040539385126,3921.898679175247,3416.2260659952817,2930.26481058812,3075.1136339337404,2441.2505338264273,6520.954105971869,1798.3748055563947,6629.253151622798,2794.950677809172,612.1839975216134,3015.5681000209447,1846.2927946842356,1227.896026075609,3008.4536174247346,1014.6375734493419,1029.631257203655,2776.2258810775097,792.2638752073516,2676.527764332728,3764.278335524741,5879.6084349124885,3187.302630033547,1976.930932962668,4097.308171544802,4148.021695387743,1275.5699998521475,4022.2322054530905,2293.7633232063044,3089.2847262642913,2663.153933669552,4172.128502694529,8491.90667848004,2963.074626335056,9579.046233898725,2775.837496303827,3127.4544758299326,3074.365910563385,644.2064627187817,3790.077860751152,5686.083853074646,1972.3505599180226,934.2229077928172,2613.3121719064084,6512.129404722577,3931.724843679872,2898.0060652575494,3081.981095697616,2327.5007603620866,6631.804379092979,3819.210182720346,6167.065528507217,1973.0922546487252,1103.1860759802971,2801.966180621846,3936.226432294281,2636.894641171738,2877.2828143306556,2790.5240507565727,2140.2191250733918,1515.5398195945133,1361.8320817421213,3063.978830635348,6697.6525343444
