0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.0,263.263468051792,412.52636362923454,298.97907662092007,386.436394776429,149.74900599286934,289.1226212456965,221.47606270768145,328.43274901536887,336.1925343504352,282.8733714012211,173.49621841834494,256.2689549741247,237.16115738936873,539.8922029523052,366.59333414289813,127.85764759460908,289.0511425307171,269.30572144128246,33.2979010762557,436.63712808334327,159.95536575080416,350.91948222715644,213.47442069926424,342.3046355674896,263.52054510627124,382.6713026699131,337.72882855511796,236.4322426278187,297.16488385204013,220.1001406441265,339.6712861258554,229.64555543735372,149.697437966386,193.5253303577839,261.1862762687314,218.9158997713674,272.3242086425487,32.82571150078543,198.40674822765968,137.95601135812657,120.57350939598231,471.68633487209735,224.5932742673399,477.6974702336588,129.27207911955125,308.132893062948,103.33750984794924,366.863030743214,396.1466201384927,112.69806769339759,281.73150040507676,318.90010034823746,199.2698540696967,340.6963484571765,271.87648386919096,237.25243448897447,410.22944572973086,75.31851472030633,185.8645781429904,120.94564397078297,292.67528010167337,268.95522188613745,293.2129033823337,181.9343473927951,308.33871931265304,143.71306245663612,87.85607993551785,1050.0918090591845,97.2689374186996,893.192536358328,154.17721185054606,143.72323950971239,252.58402048358343,335.5905673254581,93.2949159993545,188.99890594030495,328.58199527164174,269.661996986461,265.5011894204435,467.15633301263887,58.39139972300444,122.84765661514815,317.10421725616425,264.531335809577,481.66285945299734,494.7993613238508,436.1005841532565,172.99538787993848,273.28249305863415,161.19728791828305,16.159707663777695,133.43569861598993,140.2045667417215,298.7017237937327,170.1621993579146,337.09526298513896,323.2615665784237,160.2289029186824,483.8534146786029
263.2634680517921,0.0,636.6258810060314,560.4173095589366,409.3452868641515,147.37792642207216,127.27613147214727,162.8289258355062,332.40502578903295,342.8031670268566,479.4119997903636,348.31635304582187,80.7570979898484,433.6997857785112,543.8644797259693,389.50222623062064,279.8195948975905,183.07396961955988,442.91368704525615,295.3210732243711,657.0008667131177,334.7755003782809,189.07299245360724,175.76446572778798,348.51289514348804,393.25644386054864,603.0350412996876,162.21697157084154,148.8576184932231,301.1371606257042,481.5383735821431,573.824714435643,426.1841838264962,288.37197058233545,86.66840519144478,436.0064108962084,348.6517985256447,9.06074059075666,254.69000084077013,394.9453766168022,127.32881268036412,250.30940815025969,692.0500735018717,195.16224450586395,701.7969876104555,153.35876640017509,352.89101832948944,173.2143343992346,370.8353075168781,415.74363672943366,152.04639711389208,285.7037771787408,322.87237712190154,382.06284899966334,395.01046049847855,445.48444947316466,434.3605408593545,634.3289631065277,187.94495333148572,359.47254374696405,355.0990722805706,29.411812049881345,272.92749865980153,489.7515317714762,356.754482020272,481.9466849166267,120.27589436403905,322.0095082453054,1054.0640858328484,168.4899217675046,1066.8005019623017,109.8117449701291,121.30701284542678,67.51397676055734,355.7730401972346,327.44834430914216,450.43713887832155,332.55427204530577,273.6342737601251,439.10915502441713,691.2558503894358,292.5448280327921,141.89680819214152,155.25772748261508,152.94179571413662,702.0265980827717,498.7716380975148,660.2001015300533,178.2800943489214,277.2547698322982,288.264379265954,261.446658386775,308.2558332434668,264.4215321831981,136.85523402018345,152.365868466029,341.0675397588031,327.23384335208783,103.03456513310964,707.9529320553997
412.5263636292346,638.0383492491524,0.0,232.51856514255365,582.846427101254,522.2516655171486,647.2743375946944,574.4455844901082,571.2999929508375,532.6025666752603,177.71082616813442,338.60839763567037,631.0438361714853,213.137945885459,850.8033137867646,563.0033664677231,371.4328840685072,639.0271970867076,317.5367665004544,424.3781319541637,309.0538684905095,316.57754430824224,708.0461551781982,566.3670757043334,538.7146678923145,459.9305774310962,255.0880430770793,712.5037097524782,589.654883266392,564.1208350721976,314.8297115987092,183.20626853634883,229.61484907260672,349.6663786668173,567.8279795312857,307.68700385891816,409.1457663418685,647.099089839909,398.9931010838874,305.73300077160644,521.3723352453567,387.7289410988931,344.1030752792636,574.5693288233305,65.78326023915479,512.6884030067813,504.542925387773,486.7538337351793,677.7741415776734,592.5566524633177,496.1143915806276,592.4389486179381,619.3906084137637,306.5961066136434,537.1063807820015,330.30897587180925,230.63550965174548,2.306748246127832,458.7348386075364,357.83271320014,319.9119021815656,667.4501612990337,613.4288440433841,203.53396359589988,330.17026866122023,359.997703907871,517.7624548851137,335.81100341481135,1292.9590529946527,480.68526130592966,1072.431706540593,528.2266042790236,527.1395633969424,610.7357368325814,532.000599650283,322.31749293695543,342.4987358231688,673.0556174288884,585.201628708851,331.9983207822779,60.44211287147979,361.84256076124143,506.26398050237816,675.2559336051622,617.7539764481502,354.07959986016357,839.2729834810974,29.07120344991008,517.4690100371847,600.408313845724,420.1933493104807,427.95585228252725,352.7646705983559,426.9718463442737,656.8534401427307,526.1536303157741,648.0063738195984,634.1726774128832,543.6452268059124,76.69910818775973
298.97907662092007,560.4173095589364,232.51856514255363,0.0,572.9949954542232,446.9028475000138,586.2764627528411,518.6299042148258,561.4485613038066,522.7511350282294,192.97125031239847,326.3914752349599,512.0307261126918,201.06326089933637,828.6291127697963,553.1519348206923,355.298407242454,583.2904847469525,321.5611732234896,275.82198033984747,324.31429263477355,300.44306748218906,648.0733237343012,510.62826220640864,528.8632362452837,450.0791457840654,270.34846722134336,517.0883104416848,533.586084134963,554.2694034251667,82.31114645615557,49.31229660620482,199.1047390497074,333.53190184076414,490.6791718649285,311.7114105819534,402.2887210929186,569.478050149693,314.26737151775774,289.59852394555327,435.10985286527114,358.9702186774942,359.3634994235276,518.8326164835754,297.68967174697787,426.42592062669576,494.6914937407422,400.49135135509374,655.599940560705,582.7052208162869,409.8519092005421,570.468410222568,607.6370101657286,290.46162978759025,527.2549491349706,334.33338259484447,190.94595235238393,230.22164724304994,372.47235622745086,349.31218994091495,238.25621380595445,589.8291216088177,557.6921317036288,218.79438774016393,317.95334626050976,364.02211063090624,440.8669039637806,254.1553150392,1283.1076213476217,394.4227789258441,1068.0546151680032,451.33105335769056,440.877081016857,549.7378619907281,522.1491680032523,240.66180456134418,109.9801706806151,617.3189050891331,558.3989068039523,336.0227275053131,287.1485345259579,267.87248152614455,420.0014981222926,614.2580587633089,561.6851773167213,369.3400240044276,783.5362711413421,256.09278566657554,461.73229769742954,562.0194028761254,399.5939971997949,315.13878428469775,336.63019377230273,378.60127602323337,595.8555653008774,467.31604086505905,625.83217280263,611.9984763959148,457.38274442582696,303.845616191922
390.5299178663545,410.4522603723103,581.7055374676211,570.282401139883,0.0,279.360326067324,308.5529190095713,247.81628234552758,93.4177167791864,100.80041698474105,405.13560093311935,248.24443054011093,416.7504890091633,379.3455309381625,390.00069949047054,19.84306063353081,263.544803015821,292.85372060074747,290.04452570939986,414.17059134927996,602.0805231747075,289.98871853625445,364.2017955174773,236.88003728856546,90.77320102387571,152.3585339345063,548.1146977612774,498.2103625901565,261.21277210523385,108.20812623844728,593.0926419065333,547.6536650056803,380.8525535903622,244.93231667223623,337.0765968953857,289.2646663329521,192.53750897065504,419.513000963067,357.70420636556906,313.9676933789244,343.30234689133147,269.9564084703722,637.1297299634615,228.39585233737034,646.8766440720452,318.08768084012036,134.25877510667715,337.9432488391799,216.97152728137928,36.450027081391,337.30294540552103,143.72718207459886,143.47198890812706,300.10418972296947,45.74004631925246,291.13135921593914,389.0289106232205,579.4086195681174,353.39935654031405,228.1676443926338,419.001595865026,439.86407242219167,168.8838477949561,412.24475891677173,256.6825595145611,328.2794857897799,306.2259738675545,425.73542566850153,744.8268401400439,333.2188362074499,833.1225354210142,316.36749450463924,348.0130226619887,343.2350517879994,139.22871219729848,391.3508678935975,561.9914072027117,232.32348632957596,150.6221815386484,285.4419558975704,636.3355068510255,404.09909635718225,327.36266571047435,343.9204184500801,276.0171882698826,647.1062545443615,398.54085238178504,605.279757991643,244.12042275568012,152.31086549269114,302.4208166819598,405.95940651964713,287.5643781314501,309.1993137157528,317.6892844053863,259.1618410939001,187.20375952330429,173.370063116589,342.30021459447613,653.0325885169894
149.7490059928693,147.3779264220722,520.8391972740274,446.9028475000138,279.518762124231,0.0,141.0700697209603,71.72705671481205,202.57850104911248,212.97664228693614,363.62531605835954,232.52966931381764,140.38341334440494,317.91310204650716,414.0379549860487,259.67570149070013,164.0329111655864,139.30213653784764,327.12700331325215,181.8066111654482,541.2141829811137,218.98881664627686,202.8669307024203,63.725414706394844,218.68637040356754,276.23794155834685,487.2483575676836,221.84328692539813,86.6832366349493,171.31063588578368,368.02391152322025,460.3102523767202,310.39750009449216,172.58528685033139,60.81262856326257,320.21972716420413,232.86511479364074,156.43866701282886,138.90331710876603,279.15869288479814,64.50103383863528,134.52272441825562,576.2633897698677,74.84426827447051,586.0103038784515,39.118815572369265,223.06449358956888,58.974383571428746,241.0087827769575,285.91711198951316,58.334080137769895,155.87725243882034,193.0458523819811,266.27616526765905,265.183935758558,329.69776574116065,318.57385712735044,518.5422793745237,74.43049127256299,243.68586001496007,241.58461022164775,176.78973847195354,143.10097391988106,373.96484803947214,240.9677982882678,366.1600011846227,27.10203205803311,208.49504618638267,924.237561092928,54.249970939698784,951.0138182302976,37.56618145194305,69.82406298900429,104.53146895884728,225.94651545731404,213.93388225021928,336.9226768193987,202.72774730538532,143.80774902020465,323.3224712924131,575.4691666574316,179.03036597386924,48.39380044272325,169.05166573142813,114.78232981670757,586.2399143507677,368.94511335759444,544.4134177980492,46.26686686996489,147.42824509237775,167.97166606158547,147.93219632785227,192.46914951146263,144.12881897882957,150.6491722689965,20.413193365045238,211.2410150188825,197.40731861216722,64.81936398693037,592.1662483233956
289.12262124569656,128.92415927321673,638.0916340812429,586.2764627528411,308.5529190095713,140.82002562169566,0.0,75.84412269773078,231.6126579344528,242.01079917227648,480.87775286557513,342.73969526574047,155.65006133885404,435.16553885372275,443.0721118713891,288.7098583760405,281.285347972802,55.797838147412634,436.68403454587667,321.18022641827554,658.4666197883292,336.24125345349245,61.796860981460014,88.32809568153439,247.72052728890787,312.64447301302624,604.5007943748991,237.10993491984723,60.69921415433631,200.34479277112402,507.39752677604747,599.6838676295474,427.64993690170775,289.837723657547,95.9597953523629,430.19004760787186,342.42214602626524,137.9848998639734,278.6946699054872,390.3496948755369,153.1879658742686,265.5389143212881,693.5158265770832,94.36987665128379,703.262740685667,179.1081920346709,252.09865047490922,198.9637600337304,270.04293966229784,314.95126887485344,177.7958227483879,184.91140932416067,222.08000926732143,376.48619121958194,294.21809264389833,439.2547969737852,435.826293934566,635.7947161817392,213.8041065253902,353.24289124758457,380.958225474475,158.3359713230981,172.13513080522142,491.21728484668773,351.1778242401906,475.7170324172472,146.02531999853485,347.8686614392098,953.2717179782683,194.23934740200042,1060.5708494629223,135.56117060462492,147.16616603933127,61.70695068890579,254.98067234265437,353.30749750304653,476.2962920722259,231.7619041907257,172.841905905545,432.87950252503765,692.7216034646473,318.4039812266965,167.64623382663734,35.36749944050885,32.53573073968874,703.4923511579832,397.9792702429348,661.6658546052648,132.82069715065427,176.4624019777181,270.5104155021711,287.30581158067946,309.7215863186783,246.6675684194152,9.579102548036198,120.85847909926223,240.27517190422284,226.44147549750755,128.89371832701414,709.4186851306113
221.47606270768142,163.9144227006725,566.3428737018023,518.6299042148258,247.81628234552767,71.72705671481206,75.84412269773078,0.0,170.87602127040913,181.27416250823282,409.1289924861346,270.99093488629995,170.21265133752533,363.41677847428224,382.3354752073454,227.97322171199684,209.53658759336153,80.61675524079342,364.9352741664361,253.53366788026034,586.7178594088888,264.49249307405194,133.60057068809004,13.182250293635665,186.98389062486422,251.90783634898256,532.7520339954586,251.67252491851852,15.209298776283767,139.60815610708036,439.7509682380323,532.0373090915324,355.90117652226724,218.08896327810652,90.5387592237478,358.4412872284313,270.6733856468247,172.97516329142917,208.83596418604643,318.6009344960964,95.48606454580388,193.79015394184754,621.7670661976427,33.63323998724009,631.5139803062265,110.84587228718132,191.36201381086556,130.70144028624082,209.30630299825415,254.2146322108098,110.66154280425447,124.17477266011699,161.34337260327774,304.7374308401414,233.48145597985464,367.5060365943446,364.0775335551255,564.0459558022986,146.15754798737507,281.494130868144,313.3116669364599,193.32623475055388,111.39849414117774,419.4685244672472,279.4290638607501,403.9682720378066,78.89104005440143,280.2221029011948,892.5350813142247,125.97702765451088,988.8220890834816,68.55121215911164,100.8090936961729,96.69721411636155,194.24403567861071,285.66093896503145,408.6497335342108,171.025267526682,112.10526924150129,361.1307421455971,620.9728430852067,250.75742268868137,100.5119538825039,111.21162213823965,43.308391958042044,631.7435907785427,337.24263357889106,589.9170942258243,56.97657445292349,115.72576531367439,198.76165512273056,219.65925304266437,237.97282593923777,174.91880803997466,84.98048809354574,51.31386334976682,179.53853524017916,165.70483883346387,95.73770063859371,637.6699247511707
328.4327490153688,333.5119992971919,570.1591033172048,558.7359669894666,93.41771677918642,202.42006499220548,231.6126579344528,170.8760212704091,0.0,42.61254101938831,393.58916678270305,236.69799638969462,339.8102279340448,367.7990967877462,300.49090344748026,73.57465614565561,251.99836886540467,215.913459525629,278.49809155898356,352.0734224982943,590.5340890242912,278.44228438583815,287.2615344423589,159.93977621344698,32.585325058522976,140.81209978409,536.5682636108611,421.270101515038,184.27251103011542,34.44070284062535,538.2907228560663,536.107230855264,369.3061194399459,233.38588252181992,260.1363358202672,277.7182321825358,180.99107482023874,342.57273988794856,307.2967508685532,302.4212592285082,266.362085816213,258.4099743199559,625.5832958130452,151.45559126225186,635.3302099216289,241.14741976500184,89.6399047443888,261.00298776406134,127.46173123838904,83.33861094040066,260.3626843304025,66.71690984999343,66.46171668352162,288.5577555725532,80.70891258104935,279.58492506552284,377.4824764728042,567.8621854177011,276.45909546519556,216.6212102422175,407.4551617146097,362.92381134707324,91.87357557035065,400.6983247663554,245.1361253641448,316.7330516393636,229.28571279243604,378.7618575192286,721.6590600438155,256.27857513233135,883.3111567578842,239.42723342952075,271.07276158687034,266.29479071288097,92.52192661213394,379.8044337431812,507.18948815224473,155.31321410497048,76.85475814082646,273.8955217471541,624.7890727006092,349.2971773067153,250.42240463535583,266.9801573749616,199.07692719476407,635.5598203939452,321.53058015717954,593.7333238412267,167.18016168056164,75.30059326808569,290.8743825315435,343.86223766866146,276.0179439810338,273.37959472248156,240.74902333026782,182.22158001878162,97.69396348031404,96.35979089198355,265.3599535193577,641.4861543665731
338.8308902531925,343.91014053501556,531.4616770416275,520.0385407138892,100.80041698474106,212.81820623002915,242.01079917227648,181.27416250823276,42.6125410193883,0.0,354.8917405071257,198.00057011411724,350.2083691718685,329.1016705121688,339.1955237306724,80.95735635121025,213.3009425898273,226.31160076345267,239.80066528340615,362.47156373611796,551.8366627487139,239.74485811026085,297.65967568018254,170.33791745127064,10.027215960865332,102.11467350851265,497.8708373352838,431.6682427528617,194.6706522679391,57.40295047864918,542.8487814805394,497.4098045796867,330.6086931643686,194.68845624624254,270.53447705809094,239.02080590695837,142.29364854466135,352.9708811257722,307.4603459395753,263.72383295293076,276.76022705403665,219.71254804437845,586.8858695374679,161.85373250007552,596.6327836460516,251.5455610028255,55.09655977694521,271.401129001885,166.16635152158116,110.51064234680481,270.76082556822615,91.31738161044076,92.66681314832894,249.86032929697583,71.30374876866165,240.88749878994545,338.7850501972269,529.1647591421238,286.85723670301917,177.92378396664012,368.7577354390322,373.3219525848969,114.80129998669325,362.00089849077807,206.4386990885674,278.03562536378615,239.6838540302597,375.4915652425077,764.2716010632039,266.676716370155,862.1141610508853,249.82537466734442,281.47090282469395,276.69293195070463,57.978581644690365,341.10700746760375,511.74754677671785,177.51155039262204,84.08006170135354,235.19809547157675,586.0916464250319,353.8552359311884,260.82054587317947,277.3782986127853,209.47506843258773,596.8623941183679,343.7289164448311,555.0358975656494,177.5783029183853,99.28674683822673,252.17695625596616,354.26037890648513,237.3205177054564,258.9554532897591,251.14716456809148,192.6197212566053,136.39858376350617,122.56488735679088,275.75809475718137,602.7887280909958
